3137	67276	00:05:49	98662
3182	67311	00:01:40	20916
3286	67485	00:08:15	151305
3294	67962	00:05:04	78413
3318	68053	00:09:13	131265
3158	68121	00:06:50	94745
586	68212	00:03:40	50644
3324	68283	00:01:32	20291
2851	68353	00:06:55	110641
3351	68444	00:01:51	27936
3338	68454	00:14:24	164263
3319	68468	00:09:28	93495
3212	68495	00:07:56	83225
3364	68521	00:01:03	11729
3340	68634	00:06:47	101370
